製程代碼,製程名稱,機台群組代碼,機台群組名稱,機台代碼,機台名稱
L220-02,雙面露光,M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-02,雙面露光,M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-02,雙面露光,M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-02,雙面露光,M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-02,雙面露光,M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-02,雙面露光,M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-02,雙面露光,M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B15,RTR 平行露光機-05-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B16,RTR 平行露光機-05-Ｂ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B17,RTR 平行露光機-06-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B18,RTR 平行露光機-06-Ｂ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B19,RTR 平行露光機-07-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B20,RTR 平行露光機-07-Ｂ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B21,RTR 平行露光機-08-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B22,RTR 平行露光機-08-Ｂ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B23,RTR 平行露光機-09-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B24,RTR 平行露光機-09-Ｂ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B25,RTR 平行露光機-10-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B26,RTR 平行露光機-10-Ｂ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B27,RTR 平行露光機-11-Ａ
L220-04,量補正值(雙面露光),M-L22B,雙面露光,L11B28,RTR 平行露光機-11-Ｂ
L220-04,量補正值(雙面露光),M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-04,量補正值(雙面露光),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-04,量補正值(雙面露光),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-04,量補正值(雙面露光),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-04,量補正值(雙面露光),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-04,量補正值(雙面露光),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-04,量補正值(雙面露光),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A08,RTR 乾膜壓合機-08
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A09,乾膜壓合機-09
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A10,乾膜壓合機-10
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A11,乾膜壓合機-11
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A12,乾膜壓合機-12
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A13,乾膜壓合機-13
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A14,乾膜壓合機-14
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A17,乾膜壓合機-17
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A18,乾膜壓合機-18
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A19,乾膜壓合機-19
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A20,乾膜壓合機-20
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A21,乾膜壓合機-21
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A22,乾膜壓合機-22
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A23,乾膜壓合機-23
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A24,乾膜壓合機-24
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A25,乾膜壓合機-25
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A26,乾膜壓合機-26
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A27,SBS 乾膜壓合機-27
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A28,SBS 乾膜壓合機-28
L220-05,乾膜壓合(1),M-L22A,雙面乾膜,L22A29,SBS 乾膜壓合機-29
L220-05,乾膜壓合(1),M-R22A,RTR 乾膜壓合機,R22A02,RTR 乾膜壓合機-02
L220-05,乾膜壓合(1),M-R22A,RTR 乾膜壓合機,R22A03,RTR 乾膜壓合機-03
L220-05,乾膜壓合(1),M-R22A,RTR 乾膜壓合機,R22A04,RTR 乾膜壓合機-04
L220-05,乾膜壓合(1),M-R22A,RTR 乾膜壓合機,R22A05,RTR 乾膜壓合機-05
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A08,RTR 乾膜壓合機-08
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A09,乾膜壓合機-09
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A10,乾膜壓合機-10
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A11,乾膜壓合機-11
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A12,乾膜壓合機-12
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A13,乾膜壓合機-13
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A14,乾膜壓合機-14
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A17,乾膜壓合機-17
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A18,乾膜壓合機-18
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A19,乾膜壓合機-19
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A20,乾膜壓合機-20
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A21,乾膜壓合機-21
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A22,乾膜壓合機-22
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A23,乾膜壓合機-23
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A24,乾膜壓合機-24
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A25,乾膜壓合機-25
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A26,乾膜壓合機-26
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A27,SBS 乾膜壓合機-27
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A28,SBS 乾膜壓合機-28
L220-06,乾膜壓合(2),M-L22A,雙面乾膜,L22A29,SBS 乾膜壓合機-29
L220-06,乾膜壓合(2),M-R22A,RTR 乾膜壓合機,R22A02,RTR 乾膜壓合機-02
L220-06,乾膜壓合(2),M-R22A,RTR 乾膜壓合機,R22A03,RTR 乾膜壓合機-03
L220-06,乾膜壓合(2),M-R22A,RTR 乾膜壓合機,R22A04,RTR 乾膜壓合機-04
L220-06,乾膜壓合(2),M-R22A,RTR 乾膜壓合機,R22A05,RTR 乾膜壓合機-05
L220-07,雙面露光(1),M-L22B,雙面露光,L11B15,RTR 平行露光機-05-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B16,RTR 平行露光機-05-Ｂ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B17,RTR 平行露光機-06-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B18,RTR 平行露光機-06-Ｂ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B19,RTR 平行露光機-07-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B20,RTR 平行露光機-07-Ｂ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B21,RTR 平行露光機-08-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B22,RTR 平行露光機-08-Ｂ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B23,RTR 平行露光機-09-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B24,RTR 平行露光機-09-Ｂ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B25,RTR 平行露光機-10-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B26,RTR 平行露光機-10-Ｂ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B27,RTR 平行露光機-11-Ａ
L220-07,雙面露光(1),M-L22B,雙面露光,L11B28,RTR 平行露光機-11-Ｂ
L220-07,雙面露光(1),M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-07,雙面露光(1),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-07,雙面露光(1),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-07,雙面露光(1),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-07,雙面露光(1),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-07,雙面露光(1),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-07,雙面露光(1),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-08,雙面露光(2),M-L22B,雙面露光,L11B15,RTR 平行露光機-05-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B16,RTR 平行露光機-05-Ｂ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B17,RTR 平行露光機-06-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B18,RTR 平行露光機-06-Ｂ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B19,RTR 平行露光機-07-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B20,RTR 平行露光機-07-Ｂ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B21,RTR 平行露光機-08-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B22,RTR 平行露光機-08-Ｂ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B23,RTR 平行露光機-09-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B24,RTR 平行露光機-09-Ｂ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B25,RTR 平行露光機-10-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B26,RTR 平行露光機-10-Ｂ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B27,RTR 平行露光機-11-Ａ
L220-08,雙面露光(2),M-L22B,雙面露光,L11B28,RTR 平行露光機-11-Ｂ
L220-08,雙面露光(2),M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-08,雙面露光(2),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-08,雙面露光(2),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-08,雙面露光(2),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-08,雙面露光(2),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-08,雙面露光(2),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-08,雙面露光(2),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-09,接料機,M-L22C,接料,L22C01,STR 接料機-01
L220-09,接料機,M-L22C,接料,L22C03,STR 接料機-03
L220-09,接料機,M-L22C,接料,L22C04,STR 接料機-04
L220-09,接料機,M-L22C,接料,L22C05,STR 接料機-05
L220-09,接料機,M-L22C,接料,L22C06,STR 接料機-06
L220-09,接料機,M-L22C,接料,L22C07,STR 接料機-07
L220-14,線路DI,M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-14,線路DI,M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-14,線路DI,M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-14,線路DI,M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-14,線路DI,M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-14,線路DI,M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-14,線路DI,M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-19,乾膜裁切,M-L22D,乾模裁切,L22D01,RTS 乾膜裁切機-01
L220-19,乾膜裁切,M-L22D,乾模裁切,L22D02,RTS 乾膜裁切機-02
L220-19,乾膜裁切,M-L22D,乾模裁切,L22D03,RTS 乾膜裁切機-03
L220-20,線路DI(1),M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-20,線路DI(1),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-20,線路DI(1),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-20,線路DI(1),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-20,線路DI(1),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-20,線路DI(1),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-20,線路DI(1),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-21,線路DI(2),M-L22E,線路 DI 露光,L22E02,SBS DI 平行露光機-02
L220-21,線路DI(2),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-21,線路DI(2),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-21,線路DI(2),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-21,線路DI(2),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-21,線路DI(2),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-21,線路DI(2),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-24,單張壓膜板清,M-L22F,SBS 板清機,L22F01,SBS 板清機-03
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B15,RTR 平行露光機-05-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B16,RTR 平行露光機-05-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B17,RTR 平行露光機-06-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B18,RTR 平行露光機-06-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B19,RTR 平行露光機-07-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B20,RTR 平行露光機-07-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B21,RTR 平行露光機-08-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B22,RTR 平行露光機-08-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B23,RTR 平行露光機-09-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B24,RTR 平行露光機-09-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B25,RTR 平行露光機-10-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B26,RTR 平行露光機-10-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B27,RTR 平行露光機-11-Ａ
L220-27,量補正值(雙面露光(1)),M-L22B,雙面露光,L11B28,RTR 平行露光機-11-Ｂ
L220-27,量補正值(雙面露光(1)),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-27,量補正值(雙面露光(1)),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-27,量補正值(雙面露光(1)),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-27,量補正值(雙面露光(1)),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-27,量補正值(雙面露光(1)),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-27,量補正值(雙面露光(1)),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B15,RTR 平行露光機-05-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B16,RTR 平行露光機-05-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B17,RTR 平行露光機-06-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B18,RTR 平行露光機-06-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B19,RTR 平行露光機-07-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B20,RTR 平行露光機-07-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B21,RTR 平行露光機-08-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B22,RTR 平行露光機-08-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B23,RTR 平行露光機-09-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B24,RTR 平行露光機-09-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B25,RTR 平行露光機-10-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B26,RTR 平行露光機-10-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B27,RTR 平行露光機-11-Ａ
L220-28,量補正值(雙面露光(2)),M-L22B,雙面露光,L11B28,RTR 平行露光機-11-Ｂ
L220-28,量補正值(雙面露光(2)),M-L22E,線路 DI 露光,L22E03,SBS DI 平行露光機-03
L220-28,量補正值(雙面露光(2)),M-L22E,線路 DI 露光,L22E04,SBS DI 平行露光機-04
L220-28,量補正值(雙面露光(2)),M-L22E,線路 DI 露光,L22E05,SBS DI 平行露光機-05
L220-28,量補正值(雙面露光(2)),M-R22G,RTR DI 露光機,R22G01,RTR DI 露光機-01
L220-28,量補正值(雙面露光(2)),M-R22G,RTR DI 露光機,R22G02,RTR DI 露光機-02-A
L220-28,量補正值(雙面露光(2)),M-R22G,RTR DI 露光機,R22G03,RTR DI 露光機-02-B
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A01,RTR AOI 線路檢查機-01
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A02,RTR AOI 線路檢查機-09
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A03,RTR AOI 線路檢查機-10
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A05,RTR AOI 線路檢查機-12
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A06,RTR AOI 線路檢查機-13
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A07,RTR AOI 線路檢查機-14
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A08,RTR AOI 線路檢查機-15
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A10,RTR AOI 線路檢查機-16
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A11,RTR AOI 線路檢查機-17
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A12,RTR AOI 線路檢查機-18
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A13,RTR AOI 線路檢查機-19
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A14,RTR AOI 線路檢查機-20
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A15,RTR AOI 線路檢查機-21
L240-01,AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A16,RTR AOI 線路檢查機-22
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B01,RTR VRS 線路複檢機-01
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B02,RTR VRS 線路複檢機-02
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B03,RTR VRS 線路複檢機-03
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B04,RTR VRS 線路複檢機-04
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B05,RTR VRS 線路複檢機-12
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B06,RTR VRS 線路複檢機-17
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B07,RTR VRS 線路複檢機-14
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B08,RTR VRS 線路複檢機-15
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B09,RTR VRS 線路複檢機-16
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B11,RTR VRS 線路複檢機-11
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B12,RTR VRS 線路複檢機-18
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B13,RTR VRS 線路複檢機-19
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B14,RTR VRS 線路複檢機-20
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B15,RTR VRS 線路複檢機-21
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B16,RTR VRS 線路複檢機-22
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B17,RTR VRS 線路複檢機-23
L240-02,AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B18,RTR VRS 線路複檢機-24
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A01,RTR AOI 線路檢查機-01
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A02,RTR AOI 線路檢查機-09
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A03,RTR AOI 線路檢查機-10
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A05,RTR AOI 線路檢查機-12
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A06,RTR AOI 線路檢查機-13
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A07,RTR AOI 線路檢查機-14
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A08,RTR AOI 線路檢查機-15
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A10,RTR AOI 線路檢查機-16
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A11,RTR AOI 線路檢查機-17
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A12,RTR AOI 線路檢查機-18
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A13,RTR AOI 線路檢查機-19
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A14,RTR AOI 線路檢查機-20
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A15,RTR AOI 線路檢查機-21
L240-03,連續 AOI 檢查,M-R24A,RTR AOI 線路檢查機,R24A16,RTR AOI 線路檢查機-22
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B01,RTR VRS 線路複檢機-01
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B02,RTR VRS 線路複檢機-02
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B03,RTR VRS 線路複檢機-03
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B04,RTR VRS 線路複檢機-04
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B05,RTR VRS 線路複檢機-12
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B06,RTR VRS 線路複檢機-17
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B07,RTR VRS 線路複檢機-14
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B08,RTR VRS 線路複檢機-15
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B09,RTR VRS 線路複檢機-16
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B11,RTR VRS 線路複檢機-11
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B12,RTR VRS 線路複檢機-18
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B13,RTR VRS 線路複檢機-19
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B14,RTR VRS 線路複檢機-20
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B15,RTR VRS 線路複檢機-21
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B16,RTR VRS 線路複檢機-22
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B17,RTR VRS 線路複檢機-23
L240-04,連續 AOI 目視,M-R24B,RTR VRS 線路複檢機,R24B18,RTR VRS 線路複檢機-24
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A08,RTR 乾膜壓合機-08
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A09,乾膜壓合機-09
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A10,乾膜壓合機-10
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A11,乾膜壓合機-11
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A12,乾膜壓合機-12
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A13,乾膜壓合機-13
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A14,乾膜壓合機-14
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A17,乾膜壓合機-17
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A18,乾膜壓合機-18
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A19,乾膜壓合機-19
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A20,乾膜壓合機-20
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A21,乾膜壓合機-21
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A22,乾膜壓合機-22
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A23,乾膜壓合機-23
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A24,乾膜壓合機-24
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A25,乾膜壓合機-25
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A26,乾膜壓合機-26
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A27,SBS 乾膜壓合機-27
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A28,SBS 乾膜壓合機-28
R220-01,RTR乾膜壓合,M-L22A,雙面乾膜,L22A29,SBS 乾膜壓合機-29
R220-01,RTR乾膜壓合,M-R22A,RTR 乾膜壓合機,R22A02,RTR 乾膜壓合機-02
R220-01,RTR乾膜壓合,M-R22A,RTR 乾膜壓合機,R22A03,RTR 乾膜壓合機-03
R220-01,RTR乾膜壓合,M-R22A,RTR 乾膜壓合機,R22A04,RTR 乾膜壓合機-04
R220-01,RTR乾膜壓合,M-R22A,RTR 乾膜壓合機,R22A05,RTR 乾膜壓合機-05
R220-01,RTR乾膜壓合,M-R22O,RTR 真空乾膜壓合,R22O01,RTR 真空壓膜機-01
R220-01,RTR乾膜壓合,M-R22O,RTR 真空乾膜壓合,R22O02,RTR 真空壓膜機-02
R220-02,RTR乾膜壓合(1),M-L22A,雙面乾膜,L22A08,RTR 乾膜壓合機-08
R220-02,RTR乾膜壓合(1),M-L22A,雙面乾膜,L22A09,乾膜壓合機-09
R220-02,RTR乾膜壓合(1),M-L22A,雙面乾膜,L22A10,乾膜壓合機-10
