製程代碼,製程名稱,機台群組代碼,機台群組名稱,機台代碼,機台名稱
R312-08,銅材組合熟化(氮氣)-單張,M-R31D,保膠氮氣烤箱,R31D07,SBS 氮氣烤箱機-04-Ａ
R312-08,銅材組合熟化(氮氣)-單張,M-R31D,保膠氮氣烤箱,R31D08,SBS 氮氣烤箱機-04-Ｂ
R312-08,銅材組合熟化(氮氣)-單張,M-R31D,保膠氮氣烤箱,R31D09,SBS 氮氣烤箱機-05-Ａ
R312-08,銅材組合熟化(氮氣)-單張,M-R31D,保膠氮氣烤箱,R31D10,SBS 氮氣烤箱機-05-Ｂ
L211-01,LPSM 前處理,M-R26F,SBS LPSM 前處理線,R26F01,SBS LPSM 前處理線-01-Ａ
L211-01,LPSM 前處理,M-R26F,SBS LPSM 前處理線,R26F02,SBS LPSM 前處理線-01-Ｂ
L211-02,電測前處理,M-R26F,SBS LPSM 前處理線,R26F01,SBS LPSM 前處理線-01-Ａ
L211-02,電測前處理,M-R26F,SBS LPSM 前處理線,R26F02,SBS LPSM 前處理線-01-Ｂ
L211-04,保膠前處理(單張),M-R26F,SBS LPSM 前處理線,R26F01,SBS LPSM 前處理線-01-Ａ
L211-04,保膠前處理(單張),M-R26F,SBS LPSM 前處理線,R26F02,SBS LPSM 前處理線-01-Ｂ
L211-06,LPSM 微蝕,M-R26F,SBS LPSM 前處理線,R26F01,SBS LPSM 前處理線-01-Ａ
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A08,SBS LPSM 印刷機-08
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A09,SBS LPSM 印刷機-09
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A11,SBS LPSM 印刷機-11
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A12,SBS LPSM 印刷機-12
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A18,SBS LPSM 印刷機-18
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A19,SBS LPSM 印刷機-19
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A20,SBS LPSM 印刷機-20
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A21,SBS LPSM 印刷機-21
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A22,SBS LPSM 印刷機-22
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A27,SBS LPSM 印刷機-27
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A28,SBS LPSM 印刷機-28
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A29,SBS LPSM 印刷機-29
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A30,SBS LPSM 印刷機-30
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A10,SBS LPSM 印刷機-10
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A13,SBS LPSM 印刷機-13
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A14,SBS LPSM 印刷機-14
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A15,SBS LPSM 印刷機-15
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A17,SBS LPSM 印刷機-17
L260-01,LPSM 絲網印刷,M-L26A,LPSM 單張印刷,L26A23,SBS LPSM 印刷機-23
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A08,SBS LPSM 印刷機-08
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A09,SBS LPSM 印刷機-09
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A11,SBS LPSM 印刷機-11
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A12,SBS LPSM 印刷機-12
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A18,SBS LPSM 印刷機-18
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A19,SBS LPSM 印刷機-19
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A20,SBS LPSM 印刷機-20
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A21,SBS LPSM 印刷機-21
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A22,SBS LPSM 印刷機-22
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A27,SBS LPSM 印刷機-27
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A28,SBS LPSM 印刷機-28
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A29,SBS LPSM 印刷機-29
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A30,SBS LPSM 印刷機-30
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A10,SBS LPSM 印刷機-10
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A13,SBS LPSM 印刷機-13
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A14,SBS LPSM 印刷機-14
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A15,SBS LPSM 印刷機-15
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A17,SBS LPSM 印刷機-17
L260-02,LPSM 鋼網印刷,M-L26A,LPSM 單張印刷,L26A23,SBS LPSM 印刷機-23
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E01,SBS LPSM 烤箱機-01-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E02,SBS LPSM 烤箱機-01-Ｂ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E03,SBS LPSM 烤箱機-02-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E04,SBS LPSM 烤箱機-02-Ｂ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E05,SBS LPSM 烤箱機-03-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E06,SBS LPSM 烤箱機-03-Ｂ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E07,SBS LPSM 烤箱機-04-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E08,SBS LPSM 烤箱機-04-Ｂ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E09,SBS LPSM 烤箱機-05-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E10,SBS LPSM 烤箱機-05-Ｂ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E11,SBS LPSM 烤箱機-06-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E12,SBS LPSM 烤箱機-06-Ｂ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E13,SBS LPSM 烤箱機-07-Ａ
L260-03,LPSM 預烤,M-L26C,LPSM 烘烤,L26E14,SBS LPSM 烤箱機-07-Ｂ
L260-03,LPSM 預烤,M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-03,LPSM 預烤,M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-03,LPSM 預烤,M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-03,LPSM 預烤,M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C16,SBS LPSM 平行露光機-16-A
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C17,SBS LPSM 平行露光機-17-A
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C18,SBS LPSM 平行露光機-18-A
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C19,SBS LPSM 平行露光機-19-A
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C26,SBS LPSM 平行露光機-16-B
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C27,SBS LPSM 平行露光機-17-B
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C28,SBS LPSM 平行露光機-18-B
L260-04,LPSM 露光,M-L26D,LPSM 曝光,L26C29,SBS LPSM 平行露光機-19-B
L260-04,LPSM 露光,M-L26G,LPSM DI  曝光,L26G01,SBS LPSM DI 露光機-01
L260-04,LPSM 露光,M-L26G,LPSM DI  曝光,L26G02,SBS LPSM DI 露光機-02
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A03,SBS LPSM 平行露光機-03-A
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A04,SBS LPSM 平行露光機-04-A
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A05,SBS LPSM 平行露光機-05-A
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A06,SBS LPSM 平行露光機-06-A
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A07,SBS LPSM 平行露光機-07-A
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A13,SBS LPSM 平行露光機-03-B
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A14,SBS LPSM 平行露光機-04-B
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A15,SBS LPSM 平行露光機-05-B
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A16,SBS LPSM 平行露光機-06-B
L260-04,LPSM 露光,M-R26A,SBS LPSM 露光機,R26A17,SBS LPSM 平行露光機-07-B
L260-04,LPSM 露光,M-R26B,SBS LPSM DI 露光機,R26B01,SBS LPSM DI 露光機-06
L260-04,LPSM 露光,M-R26B,SBS LPSM DI 露光機,R26B02,SBS LPSM DI 露光機-07
L260-04,LPSM 露光,M-R26B,SBS LPSM DI 露光機,R26B03,SBS LPSM DI 露光機-03
L260-04,LPSM 露光,M-R26B,SBS LPSM DI 露光機,R26B04,SBS LPSM DI 露光機-04
L260-04,LPSM 露光,M-R26B,SBS LPSM DI 露光機,R26B05,SBS LPSM DI 露光機-05
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E01,SBS LPSM 烤箱機-01-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E02,SBS LPSM 烤箱機-01-Ｂ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E03,SBS LPSM 烤箱機-02-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E04,SBS LPSM 烤箱機-02-Ｂ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E05,SBS LPSM 烤箱機-03-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E06,SBS LPSM 烤箱機-03-Ｂ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E07,SBS LPSM 烤箱機-04-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E08,SBS LPSM 烤箱機-04-Ｂ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E09,SBS LPSM 烤箱機-05-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E10,SBS LPSM 烤箱機-05-Ｂ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E11,SBS LPSM 烤箱機-06-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E12,SBS LPSM 烤箱機-06-Ｂ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E13,SBS LPSM 烤箱機-07-Ａ
L260-05,LPSM 熟化,M-L26C,LPSM 烘烤,L26E14,SBS LPSM 烤箱機-07-Ｂ
L260-05,LPSM 熟化,M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-05,LPSM 熟化,M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E07,SBS LPSM 氮氣烤箱機-04-Ａ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E08,SBS LPSM 氮氣烤箱機-04-Ｂ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E03,SBS LPSM 氮氣烤箱機-06-Ａ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E04,SBS LPSM 氮氣烤箱機-06-Ｂ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E05,SBS LPSM 氮氣烤箱機-08-Ａ
L260-05,LPSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E06,SBS LPSM 氮氣烤箱機-08-Ｂ
L260-06,LPSM 熟化(氮氣),M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-06,LPSM 熟化(氮氣),M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E07,SBS LPSM 氮氣烤箱機-04-Ａ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E08,SBS LPSM 氮氣烤箱機-04-Ｂ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E03,SBS LPSM 氮氣烤箱機-06-Ａ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E04,SBS LPSM 氮氣烤箱機-06-Ｂ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E05,SBS LPSM 氮氣烤箱機-08-Ａ
L260-06,LPSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E06,SBS LPSM 氮氣烤箱機-08-Ｂ
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A08,SBS LPSM 印刷機-08
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A09,SBS LPSM 印刷機-09
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A11,SBS LPSM 印刷機-11
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A12,SBS LPSM 印刷機-12
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A18,SBS LPSM 印刷機-18
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A19,SBS LPSM 印刷機-19
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A20,SBS LPSM 印刷機-20
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A21,SBS LPSM 印刷機-21
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A22,SBS LPSM 印刷機-22
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A27,SBS LPSM 印刷機-27
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A28,SBS LPSM 印刷機-28
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A29,SBS LPSM 印刷機-29
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A30,SBS LPSM 印刷機-30
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A10,SBS LPSM 印刷機-10
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A13,SBS LPSM 印刷機-13
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A14,SBS LPSM 印刷機-14
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A15,SBS LPSM 印刷機-15
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A17,SBS LPSM 印刷機-17
L260-10,ACP印刷,M-L26A,LPSM 單張印刷,L26A23,SBS LPSM 印刷機-23
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E01,SBS LPSM 烤箱機-01-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E02,SBS LPSM 烤箱機-01-Ｂ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E03,SBS LPSM 烤箱機-02-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E04,SBS LPSM 烤箱機-02-Ｂ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E05,SBS LPSM 烤箱機-03-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E06,SBS LPSM 烤箱機-03-Ｂ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E07,SBS LPSM 烤箱機-04-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E08,SBS LPSM 烤箱機-04-Ｂ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E09,SBS LPSM 烤箱機-05-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E10,SBS LPSM 烤箱機-05-Ｂ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E11,SBS LPSM 烤箱機-06-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E12,SBS LPSM 烤箱機-06-Ｂ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E13,SBS LPSM 烤箱機-07-Ａ
L260-12,ACP 熟化,M-L26C,LPSM 烘烤,L26E14,SBS LPSM 烤箱機-07-Ｂ
L260-12,ACP 熟化,M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-12,ACP 熟化,M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E07,SBS LPSM 氮氣烤箱機-04-Ａ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E08,SBS LPSM 氮氣烤箱機-04-Ｂ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E03,SBS LPSM 氮氣烤箱機-06-Ａ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E04,SBS LPSM 氮氣烤箱機-06-Ｂ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E05,SBS LPSM 氮氣烤箱機-08-Ａ
L260-12,ACP 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E06,SBS LPSM 氮氣烤箱機-08-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E01,SBS LPSM 烤箱機-01-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E02,SBS LPSM 烤箱機-01-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E03,SBS LPSM 烤箱機-02-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E04,SBS LPSM 烤箱機-02-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E05,SBS LPSM 烤箱機-03-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E06,SBS LPSM 烤箱機-03-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E07,SBS LPSM 烤箱機-04-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E08,SBS LPSM 烤箱機-04-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E09,SBS LPSM 烤箱機-05-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E10,SBS LPSM 烤箱機-05-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E11,SBS LPSM 烤箱機-06-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E12,SBS LPSM 烤箱機-06-Ｂ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E13,SBS LPSM 烤箱機-07-Ａ
L260-15,TCSM 熟化,M-L26C,LPSM 烘烤,L26E14,SBS LPSM 烤箱機-07-Ｂ
L260-15,TCSM 熟化,M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-15,TCSM 熟化,M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E07,SBS LPSM 氮氣烤箱機-04-Ａ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E08,SBS LPSM 氮氣烤箱機-04-Ｂ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E03,SBS LPSM 氮氣烤箱機-06-Ａ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E04,SBS LPSM 氮氣烤箱機-06-Ｂ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E05,SBS LPSM 氮氣烤箱機-08-Ａ
L260-15,TCSM 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E06,SBS LPSM 氮氣烤箱機-08-Ｂ
L260-16,TCSM 熟化(氮氣),M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-16,TCSM 熟化(氮氣),M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E07,SBS LPSM 氮氣烤箱機-04-Ａ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E08,SBS LPSM 氮氣烤箱機-04-Ｂ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E03,SBS LPSM 氮氣烤箱機-06-Ａ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E04,SBS LPSM 氮氣烤箱機-06-Ｂ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E05,SBS LPSM 氮氣烤箱機-08-Ａ
L260-16,TCSM 熟化(氮氣),M-R26E,SBS LPSM 氮氣烤箱,R26E06,SBS LPSM 氮氣烤箱機-08-Ｂ
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C16,SBS LPSM 平行露光機-16-A
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C17,SBS LPSM 平行露光機-17-A
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C18,SBS LPSM 平行露光機-18-A
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C19,SBS LPSM 平行露光機-19-A
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C26,SBS LPSM 平行露光機-16-B
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C27,SBS LPSM 平行露光機-17-B
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C28,SBS LPSM 平行露光機-18-B
L260-22,LPSM 平行露光,M-L26D,LPSM 曝光,L26C29,SBS LPSM 平行露光機-19-B
L260-22,LPSM 平行露光,M-L26G,LPSM DI  曝光,L26G01,SBS LPSM DI 露光機-01
L260-22,LPSM 平行露光,M-L26G,LPSM DI  曝光,L26G02,SBS LPSM DI 露光機-02
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A03,SBS LPSM 平行露光機-03-A
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A04,SBS LPSM 平行露光機-04-A
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A05,SBS LPSM 平行露光機-05-A
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A06,SBS LPSM 平行露光機-06-A
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A07,SBS LPSM 平行露光機-07-A
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A13,SBS LPSM 平行露光機-03-B
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A14,SBS LPSM 平行露光機-04-B
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A15,SBS LPSM 平行露光機-05-B
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A16,SBS LPSM 平行露光機-06-B
L260-22,LPSM 平行露光,M-R26A,SBS LPSM 露光機,R26A17,SBS LPSM 平行露光機-07-B
L260-22,LPSM 平行露光,M-R26B,SBS LPSM DI 露光機,R26B01,SBS LPSM DI 露光機-06
L260-22,LPSM 平行露光,M-R26B,SBS LPSM DI 露光機,R26B02,SBS LPSM DI 露光機-07
L260-22,LPSM 平行露光,M-R26B,SBS LPSM DI 露光機,R26B03,SBS LPSM DI 露光機-03
L260-22,LPSM 平行露光,M-R26B,SBS LPSM DI 露光機,R26B04,SBS LPSM DI 露光機-04
L260-22,LPSM 平行露光,M-R26B,SBS LPSM DI 露光機,R26B05,SBS LPSM DI 露光機-05
L260-23,LPSM DI 露光,M-L26G,LPSM DI  曝光,L26G01,SBS LPSM DI 露光機-01
L260-23,LPSM DI 露光,M-L26G,LPSM DI  曝光,L26G02,SBS LPSM DI 露光機-02
L260-23,LPSM DI 露光,M-R26B,SBS LPSM DI 露光機,R26B01,SBS LPSM DI 露光機-06
L260-23,LPSM DI 露光,M-R26B,SBS LPSM DI 露光機,R26B02,SBS LPSM DI 露光機-07
L260-23,LPSM DI 露光,M-R26B,SBS LPSM DI 露光機,R26B03,SBS LPSM DI 露光機-03
L260-23,LPSM DI 露光,M-R26B,SBS LPSM DI 露光機,R26B04,SBS LPSM DI 露光機-04
L260-23,LPSM DI 露光,M-R26B,SBS LPSM DI 露光機,R26B05,SBS LPSM DI 露光機-05
L260-24,LPSM熱壓工程,M-L26H,防鍍膜壓合 (LPSM),L26H01,SBS 防鍍膜壓合機-01
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C16,SBS LPSM 平行露光機-16-A
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C17,SBS LPSM 平行露光機-17-A
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C18,SBS LPSM 平行露光機-18-A
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C19,SBS LPSM 平行露光機-19-A
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C26,SBS LPSM 平行露光機-16-B
